geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,iso alpha 2,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date,City,Geonames ID,Country,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),ISO_alpha3,nearest_cdd_1,nearest_cdd_2,nearest_cdd_3,nearest_cdd_4,nearest_cdd_5,nearest_cdd_6,nearest_cdd_7,nearest_cdd_8,nearest_cdd_9,nearest_cdd_10,nearest_cdd_11,nearest_cdd_12,total_year,average_year,variance_year
3689147,Barranquilla,Barranquilla,"BAQ,Barankil'ja,Barankila,Barankilija,Barankilijo,Barankilja,Barran'kigia,Barrancas de San Nicolas,Barrancas de San Nicolás,Barrankil'ja,Barrankilya,Barranquilha,Barranquilla,Killa,La Arenosa,Quilla,ba lan ji ya,ba leng ji ye,balangkiya,bar rang ki ya,baranakiya,barankija,barankwla,barankwyla,brnqyyh,byarenkvila,Μπαρρανκίγια,Баранкиля,Баранкиља,Баранкілья,Барранкилья,Барранкілья,ברנקייה,بارانكويلا,بارانکولا,ब्यारेन्क्विला,ਬਾਰਾਙਕੀਯਾ,บาร์รังกียา,ბარანკილია,バランキージャ,巴兰基亚,巴冷基也,바랑키야",10.96854,-74.78132,P,PPLA,CO,,4,8001.0,,,1206319,,24,America/Bogota,2022-08-11,Barranquilla,3689147,Colombia,66.00215517,107.1149536,COL,51.56882985432945,75.86330286661784,96.59374872843418,100.3078028361004,65.46946207682296,60.80345026652023,97.07205327351885,94.9333610534668,77.92706044514975,93.70752334594708,65.87464523315437,65.82375590006515,945.9449958801271,78.82874965667726,289.41184287261643
3621849,San José,San Jose,"SJO,San Chose,San Chosė,San Hose,San Jose,San Jose de Costa Rica,San Jose i Costa Rica,San José,San José de Costa Rica,San José i Costa Rica,San Joze,San Jozé,San Jusiy,San Khose,San Khoze,San Xose,San Xosé,San-Joseo,San-Khaseh,San-Khose,San-Xose,Sanhose,Sanhosē,Urbs Sancti Iosephi in Costarica,can hoce,san jwz,san khwsyh,san khwzh,san khwzے  kwsٹaryka,san-khose,sana hoje,sana hose,sana hoze,sanhose,sheng he xi,sn hwsh,syana hose,Σαν Χοσέ,Сан Хозе,Сан Хосе,Сан-Хасэ,Сан-Хосе,Սան Խոսե,סאן חוסה,סן חוסה,سان جوز,سان خوزه,سان خوزے، کوسٹاریکا,سان خوسيه,سان خوسې,सान होज़े,सान होजे,স্যান হোসে,ਸਾਨ ਹੋਸੇ,சான் ஹொசே,ซันโฮเซ,སན་ཇོ་སེ།,სან-ხოსე,ሳን ሆዜ,サンホセ,聖荷西,산호세",9.93333,-84.08333,P,PPLC,CR,,08,101.0,10103.0,,335007,,1161,America/Costa_Rica,2019-10-07,San José,3621849,Costa Rica,74.37068966,80.82709686,CRI,226.61457570393856,264.8524106343588,270.08435440063465,251.9041697184247,177.2965838114419,149.94693756103516,97.49130884806311,100.96337254842098,97.43170801798507,133.69116592407227,127.43434015909835,165.18622334798187,2062.8971506754556,171.9080958896213,4343.827180608643
3622228,Puntarenas,Puntarenas,"JAP,Pountarenas,Puntarenas,Puntarenasas,peng ta lei na si,puntalenaseu,puntarenasu,pwntarynas,pwntrns,Πουνταρένας,Пунтаренас,Պունտարենաս,פונטרנס,پونتاریناس,プンタレナス,蓬塔雷納斯,푼타레나스",9.97691,-84.8379,P,PPLA,CR,,07,601.0,60101.0,,35650,,1,America/Costa_Rica,2023-05-12,Puntarenas,3622228,Costa Rica,73.45689655,84.88992936,CRI,210.2366460164386,264.6177914937338,280.561486562093,249.62104797363313,180.47024917602525,157.1091283162435,96.2854169209797,100.64802424112949,107.62376530965139,136.28963597615552,128.26938247680664,167.17417907714855,2078.9067535400386,173.2422294616699,4209.515737156947
3622247,Limón,Limon,"Ciudad de Limon,Ciudad de Limón,LIO,Limon,Limonas,Limón,Pouerto Limon,Provincia de Limon,Provinsi Limon,Provinsi Limón,Província de Limón,Puehrto-Limon,Puerto Limon,Puerto Limón,li meng,limon,lymwn,rimon,Πουέρτο Λιμόν,Лимон,Пуэрто-Лимон,Լիմոն,לימון,لیمون,リモン,利蒙,리몬",9.99074,-83.03596,P,PPLA,CR,,06,701.0,70101.0,,63081,,29,America/Costa_Rica,2016-09-07,Limón,3622247,Costa Rica,72.82435345,83.523236,CRI,232.9341557820633,259.3048032124832,261.35803604125977,254.04853820800778,177.67500178019176,132.47916412353527,100.16798528035478,90.1708920796712,85.31224187215176,125.9184608459476,122.46192804972354,163.08726501464844,2004.9184722900386,167.0765393575032,4671.155644408638
3623076,Liberia,Liberia,"LIR,Liberia,Liberii,Liberija,Limperia,li wei li ya,libelia,lybryh,riberia,Λιμπέρια,Либерия,Լիբերիա,ליבריה,لیبیریا، کوسٹاریکا,リベリア,利韋里亞,리베리아",10.63504,-85.43772,P,PPLA,CR,,03,501.0,50101.0,,45380,,148,America/Costa_Rica,2016-09-07,Liberia,3623076,Costa Rica,73.92025862,85.93515454,CRI,199.94367726643907,263.6288592020673,273.40938695271836,242.23180643717527,176.18655776977505,142.38110097249353,89.90528996785478,80.08983739217119,99.01349512736016,131.56193415323884,123.73088963826493,163.06960550944015,1985.1524403889987,165.42937003241656,4484.431006599037
3623486,Heredia,Heredia,"Ciudad de Heredia,Ehredia,Ehredija,Eredia,Eredija,Heredia,Heredija,Heridia,San Francisco de Heredia,ai lei di ya,eledia,Ερέδια,Ередия,Эредиа,Эредия,Էրեդիա,ארדיה,ایریدیا، کوسٹاریکا,埃雷迪亞,에레디아",10.00236,-84.11651,P,PPLA,CR,,04,401.0,40101.0,,21947,,1174,America/Costa_Rica,2019-06-05,Heredia,3623486,Costa Rica,73.79741379,80.63151335,CRI,226.61457570393856,264.8524106343588,270.08435440063465,251.9041697184247,177.2965838114419,149.94693756103516,97.49130884806311,100.96337254842098,97.43170801798507,133.69116592407227,127.43434015909835,165.18622334798187,2062.8971506754556,171.9080958896213,4343.827180608643
3624370,Cartago,Cartago,"Cartago,Kartagas,Kartago,ka ta ge,kaleutago,kartagw  kastaryka,qrtgw,Καρτάγο,Картаго,Կարտագո,קרטגו,کارتاگو، کاستاریکا,کارتاگو، کوسٹاریکا,卡塔戈,카르타고",9.86444,-83.91944,P,PPLA,CR,,02,301.0,30101.0,,26594,,1440,America/Costa_Rica,2016-09-07,Cartago,3624370,Costa Rica,76.39331897,81.31220105,CRI,234.31411997477232,265.7303403218591,266.8476193745924,255.08540344238244,181.42133967081713,144.79793039957676,104.5298830668132,105.08056004842143,93.3801129659016,135.81030654907238,130.708916982015,167.22463480631504,2084.9311676025386,173.7442639668782,4328.077498442432
3624955,Alajuela,Alajuela,"Alachouela,Alachuela,Alajuela,Alakhuehla,Alaxuela,a la hu ai la,alakhwyla,allahuella,Αλαχουέλα,Алахуэла,Ալախուելա,אלחואלה,آلاخوئلا,ألاخويلا,الاخویلا,阿拉胡埃拉,알라후엘라",10.01625,-84.21163,P,PPLA,CR,,01,201.0,20101.0,,47494,,954,America/Costa_Rica,2016-09-07,Alajuela,3624955,Costa Rica,73.63793103,81.88990512,CRI,226.61457570393856,264.8524106343588,270.08435440063465,251.9041697184247,177.2965838114419,149.94693756103516,97.49130884806311,100.96337254842098,97.43170801798507,133.69116592407227,127.43434015909835,165.18622334798187,2062.8971506754556,171.9080958896213,4343.827180608643
3374333,Praia,Praia,"Braia,Cidade da Praia,Municipio da Praia,Município da Praia,Pragia,Praia,Praja,Praje,Prajo,Prajė,Praya,RAI,braya,pei ya,peulaia,pirxa,pra'i'a,pra'iya,praya,prayya,puraia,Πράγια,Πράια,Прая,Праја,Պրայա,פראיה,برايا,پرائا,پرائیا,پرايا,پرایا,پڕایا,प्राईया,ਪ੍ਰਾਈਆ,ไปรอา,ཕུ་ར་ཡ།,პრაია,ፕራያ,プライア,培亞,프라이아",14.93152,-23.51254,P,PPLC,CV,,14,,,,137868,0.0,18,Atlantic/Cape_Verde,2023-11-29,Praia,3374333,Cape Verde,66.01185345,104.3771167,CPV,221.7153244018549,252.87674331665076,240.14140192667634,243.02396138509096,222.09622573852482,180.70727284749367,163.18971379597986,158.1953061421713,128.39638900756833,159.06282933553058,193.8618303934732,207.99034118652344,2371.257339477538,197.60477828979484,1593.5079540423235
11919554,Larnaca Municipality,Larnaca Municipality,"Dimos Larnakas,Larnaca Municipality,Δήμος Λάρνακας",34.9155,33.61977,P,PPL,CY,,03,4000,,,0,,17,Asia/Nicosia,2021-01-10,Larnaca,11919554,Cyprus,122.1963243,186.391938,CYP,101.53482309977218,141.40237808227525,127.82694880167632,2.719800313313801,62.4770037333172,1.0106124877929688,0.0,19.785149892171223,32.86477279663093,0.0,0.14785893758138022,109.129908243815,598.8992563883462,49.90827136569552,3095.1230809331596
3067696,Prague,Prague,"PRG,Praag,Prag,Praga,Pragae,Prago,Prague,Praha,Pràg,Prág,Prága,Prâg,Prāga,bragh,bu la ge,peulaha,prag,praga,prak,prg,puraha,Πράγα,Праг,Прагæ,Прага,פראג,براغ,پراگ,پراگا,ܦܪܓ,প্রাগ,ปราก,པུ་ལ་ཁེ,პრაღა,ፕራግ,プラハ,布拉格,프라하",50.08804,14.42076,P,PPLC,CZ,,52,,,,1165581,,202,Europe/Prague,2020-05-28,Prague,3067696,Czech Republic,388.7563055,325.2753958,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2825297,Stuttgart,Stuttgart,"Estugarda,STR,Shhutgart,Shtutgart,Shtutgarti,Shtuttgart,Stocarda,Stoccarda,Stoutnkarde,Stucarda,Stuggart,Stutgardia,Stutgartas,Stutgarte,Stutgarto,Stutqart,Stuttgart,ashtwtgart,ch tuthth kar th,icututkart,shtwtgart,shtwtghart,shutouttogaruto,si tu jia te,stutagarta,stwtgrt,syututeugaleuteu,Ştutqart,Štutgartas,Štutgarte,Στουτγκάρδη,Штутгарт,Штуттгарт,Щутгарт,שטוטגארט,שטוטגרט,اشتوتگارت,سٹٹگارٹ,شتوتغارت,شتوتگارت,شٹوٹگارٹ,श्टुटगार्ट,স্টুটগার্ট,સ્ટુટગાર્ટ,இசுடுட்கார்ட்,സ്റ്റുട്ട്ഗാർട്ട്,ชตุทท์การ์ท,შტუტგარტი,シュトゥットガルト,斯图加特,슈투트가르트",48.78232,9.17702,P,PPLA,DE,,1,81.0,8111.0,8111000.0,630305,,252,Europe/Berlin,2022-08-14,Stuttgart,2825297,Germany,242.9173987,245.9950515,DEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2867714,Munich,Munich,"Lungsod ng Muenchen,Lungsod ng München,MUC,Minca,Minche,Minga,Minhen,Minhene,Minkhen,Miunchenas,Mjunkhen,Mnichov,Mnichow,Mníchov,Monachium,Monacho,Monaco de Baviera,Monaco di Baviera,Monaco e Baviera,Monacu,Monacu di Baviera,Monacum,Muenchen,Muenegh,Muenhen,Muenih,Munchen,Munhen,Munic,Munich,Munich ed Baviera,Munih,Munike,Munique,Munix,Munkeno,Munkhen,Munîh,Mynihu,Myunxen,Myunxén,Mònacu,Mùnich ëd Baviera,Múnic,Múnich,München,Münegh,Münhen,Münih,mi wnik,mi'unikha,miunkheni,miyunik,mu ni hei,mwinhen,mwnykh,mynkn,myunhen,myunik,myunikha,myunsena,mywnkh,mywnykh,Μόναχο,Минхен,Мюнхен,Мүнхен,Мүнхэн,Мӱнхен,Մյունխեն,מינכן,مونیخ,ميونخ,ميونيخ,میونخ,म्युन्शेन,म्यूनिख,মিউনিখ,மியூனிக்,ಮ್ಯೂನಿಕ್,มิวนิก,မြူးနစ်ချ်မြို့,მიუნხენი,ミュンヘン,慕尼黑,뮌헨",48.13743,11.57549,P,PPLA,DE,,2,91.0,9162.0,9162000.0,1260391,,524,Europe/Berlin,2023-10-12,Munich,2867714,Germany,264.3964542,260.9588141,DEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907911,Heidelberg,Heidelberg,"Chaidelvergi,Edelberga,Gajdel'berg,Gejdehl'berg,Gejdel'berg,HDB,Haidlbaersch,Haidlbärsch,Hajdelberg,Hajdelbergo,Heidelbaerg,Heidelbarg,Heidelberch,Heidelberg,Heidelberga,Heidelbergas,Heidelburg,Heidelbärg,Heidlbeag,Heidlberg,Hejdelbergo,Heydelberg,Heydelberq,Héydélbérg,Khajdel'berg,Khajdelberg,hai de bao,haidelbeleukeu,haidelbergi,haideruberuku,hayadelabarga,haydlbrg,haydlbrgh,hyydlbrg,Χαϊδελβέργη,Гайдельберг,Гейдельберг,Гейдэльберг,Хайделберг,Хайдельберг,Хајделберг,היידלבערג,היידלברג,هايدلبرغ,هایدلبرگ,ہائیڈلبرگ,हायडेलबर्ग,ჰაიდელბერგი,ハイデルベルク,海德堡,하이델베르크",49.40768,8.69079,P,PPLA3,DE,,1,82.0,8221.0,8221000.0,143345,,115,Europe/Berlin,2024-08-19,Heidelberg,2907911,Germany,240.9941997,240.2503892,DEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911298,Hamburg,Hamburg,"Amborg,Ambourgo,Amburgo,Amburgu,Augusta Gambriviorum,Ciutat d'Hamburg,Estat d'Hamburg,Gamburg,HAM,HH,Hamboarch,Hamboerg,Hamboerj,Hamborg,Hambourg,Hamburch,Hamburg,Hamburga,Hamburgas,Hamburgo,Hamburgu,Hamburgum,Hamburk,Hambuurich,Hambörg,Hambörj,Hambùrk,Hambûrg,Hamepuka,Hammaburg [a. 832],Hampuri,Hanburgo,Khamburg,ham bur k,hambuleukeu,hamburgi,hambwrg,hambwrgh,han bao,han bao shi,hanburuku,hemburga,hmbwrg,hyambarg,hʼambwrg,Ħamburg,Αμβούργο,Гамбург,Гамбурґ,Хамбург,Համբուրգ,האַמבורג,המבורג,هامبورغ,هامبورگ,ہymbrg,ہیمبرگ,ܗܡܒܘܪܓ,हॅम्बुर्ग,ಹ್ಯಾಂಬರ್ಗ್,ฮัมบูร์ก,ჰამბურგი,ハンブルク,汉堡,汉堡市,漢堡,함부르크",53.55073,9.99302,P,PPLA,DE,,4,0.0,2000.0,2000000.0,1845229,,9,Europe/Berlin,2022-08-14,Hamburg,2911298,Germany,257.2310731,248.2774047,DEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925533,Frankfurt am Main,Frankfurt am Main,"FRA,Francfort,Francfort - Frankfurt am Main,Francfort d'o Meno,Francfort del Meno,Francfort sul Main,Francfort-sur-le-Main,Francfòrt sul Main,Franckfurt,Francoforte,Francoforte sul Meno,Francofurtum ad Moenum,Francuforti supro Menu,Francuforti suprô Menu,Frankfet,Frankford-on-Main,Frankfort,Frankfort an'n Main,Frankfort an’n Main,Frankfort on the Main,Frankfurt,Frankfurt am Main,Frankfurt del Main,Frankfurt na Majn,Frankfurt na Majni,Frankfurt nad Menem,Frankfurt nad Mohanem,Frankfurt nad Mohanom,Frankfurt-na-Majne,Frankfurt/Main,Frankfurtas prie Maino,Frankfurte pie Mainas,Frankfurto ce Majno,Frankfurto ĉe Majno,Fráncfort,Fráncfort d'o Meno,Fráncfort del Meno,Phran'kphourte,fa lan ke fu,frankfwrt,peulangkeupuleuteu,phryankapharta,prnqpwrt,Φρανκφούρτη,Франкфурт,Франкфурт на Майн,Франкфурт на Мајни,Франкфурт-на-Майне,פרנקפורט,فرانكفورت,فرانکفورت,ফ্র্যাংকফার্ট,แฟรงค์เฟิร์ต,ფრანკფურტ-ამ-მაინი,フランクフルト・アム・マイン,法兰克福,法蘭克福,프랑크푸르트",50.11552,8.68417,P,PPLA3,DE,,5,64.0,6412.0,6412000.0,650000,,113,Europe/Berlin,2024-09-05,Frankfurt am Main,2925533,Germany,240.9941997,240.2503892,DEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934246,Düsseldorf,Duesseldorf,"DUS,Diseldorf,Diseldorfa,Disseldorf,Diuseldorfas,Djuseldorf,Djussel'dorf,Duesseldoerp,Duesseldorf,Duessldorf,Duseldorfo,Dusseldoerp,Dusseldorf,Dusseldorpium,Dusseldörp,Dyuseldorf,Dyzeldorfi,Dzjusel'dorf,Düsseldorf,Düsseldörp,Düssldorf,Ntiselntorph,Ntysselntorf,daseladorfa,deyusserudorufu,diao su duo er fu,diuseldorpi,du sai er duo fu,dus se ld xrf,dwiseldoleupeu,dwsldwrf,dysldwrp,dyuseladorpha,tiyucaltorhpu,Ντίσελντορφ,Ντύσσελντορφ,Дзюсельдорф,Диселдорф,Дюселдорф,Дюссельдорф,Дүсселдорф,Դյուսելդորֆ,דיסלדורף,دوسلدورف,دوسلدۆرف,ڈسلڈورف,डसेलडॉर्फ़,ड्युसेलडॉर्फ,தியூசல்டோர்ஃபு,ഡൂസൽഡോർഫ്,ดึสเซลดอร์ฟ,ဒပ်ဆဲလ်ဒေါ့ဖ်မြို့,დიუსელდორფი,ዲውስልዶርፍ,デュッセルドルフ,杜塞尔多夫,調素多爾夫,뒤셀도르프",51.22172,6.77616,P,PPLA,DE,,7,51.0,5111.0,5111000.0,620523,,45,Europe/Berlin,2022-08-14,Dusseldorf,2934246,Germany,232.8333666,231.8244585,DEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950159,Berlin,Berlin,"BER,Beirlin,Beirlín,Belin,Berleno,Berlien,Berliin,Berliini,Berlijn,Berlim,Berlin,Berline,Berlini,Berlino,Berlyn,Berlynas,Berlëno,Berlín,Berlîn,Berlīne,Berolino,Berolinum,Birlinu,Bèrlîn,Estat de Berlin,Estat de Berlín,bai lin,barlina,beleullin,berlini,berurin,bexrlin,brlyn,perlin,Βερολίνο,Берлин,Берлін,Бэрлін,Բերլին,בערלין,ברלין,برلين,برلین,بېرلىن,ܒܪܠܝܢ,बर्लिन,বার্লিন,பெர்லின்,เบอร์ลิน,ბერლინი,ベルリン,柏林,베를린",52.52437,13.41053,P,PPLC,DE,,16.0,0.0,11000.0,11000000.0,3426354,74.0,43,Europe/Berlin,2024-04-21,Berlin,2950159,Germany,252.447321,245.2416847,DEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220782,Tadjoura,Tadjoura,"TDJ,Tadjoura,Tadjourah,Tadjura,Tadzhura,Tadzura,Tadżura,Tadžura,Tagiura,Tajura,Tajurah,Tantzoura,Tājūrah,ta zhu la,tajula,tajura,tajwrh,tajwrt,tjrt,Ταντζουρά,Таджура,Թաջուրա,تاجورة,تاجوره,تاجورہ,تجرة,ტაჯურა,タジュラ,塔朱拉,타주라",11.78778,42.88222,P,PPLA,DJ,,5.0,,,,19533,,3,Africa/Djibouti,2023-11-29,Tadjourah,220782,Djibouti,67.19396552,110.1744934,DJI,278.7807540893554,283.88683446248365,281.7471961975099,278.6431833902992,251.59264500935845,215.98087310790964,210.86533228556334,209.66519546508815,203.994208017985,262.3129107157388,299.24366633097327,339.2383066813146,3115.951105753579,259.6625921461316,1787.2171308226439
223817,Djibouti,Djibouti,"Byen Djibouti,Cibuti,Dinas Jibwti,Diobuiti,Diobúití,Djiboeti,Djibouti,Djibouti Chhi,Djibouti Chhī,Djibuti,Dschibuti,Dzhibuti,Dzhybuci,Dzibuti,Dzibutis,Dzjibuty,Dzjibûty,Dzsibuti,Dżibuti,Džibuti,Džibutis,Džíbútí,Gibuti,Gibuto,Gibutum,Ilu Djibouti,JIB,Jabuuti,Jiboti,Jibouti,Jibuti,Lungsod ng Djibouti,Mbanza ya Djibuti,Sita Jibouti,Syudad han Djibouti,Tzimpouti,Xibuti,Xibutí,Yibuti,Zhibuti shaary,ci buti,ciputti,dzsybwty,gybwty,jbwty,jbwty ʿlaqہ,ji bu de shi,ji bu ti cheng,jibuchi shi,jibuti,jybwty,jybwwty,Ìlú Djibouti,Ĝibuto,Τζιμπουτί,Џибути,Джибути,Джибуті,Джыбуці,Жибути шаары,Ҷибути,Ջիբութի,גיבוטי,דזשיבוטי,جبوتی,جبوتی علاقہ,جيبوتي,جیبوتی,جیبووتی,जिबूती,জিবুতি,ਜਿਬੂਤੀ,சீபூத்தீ,จิบูตี,ཇི་བའོ་ཊི།,ჯიბუტი,ジブチ市,吉布地市,吉布提城,지부티",11.58901,43.14503,P,PPLC,DJ,,7.0,,,,626512,,6,Africa/Djibouti,2023-11-29,Djibouti,223817,Djibouti,67.97737069,111.1335397,DJI,257.7987391153967,245.81294123331696,261.96602757771814,255.900263468424,222.18452326456642,183.01309967041016,188.91456731160451,182.27025731404638,196.75381088256816,250.70304743448847,259.0884742736816,303.9520924886067,2808.3578440348283,234.0298203362357,1509.5058480495545
225284,Ali Sabih,Ali Sabih,"AII,Ali Sabie,Ali Sabieh,Ali Sabiet,Ali Sabih,Ali Sabiè,Ali-Sabie,`Ali Sabieh,`Ali Sabih,ʿly sbyh,Али-Сабие,علي صبيح,‘Ali Sabieh,‘Ali Sabîẖ",11.15583,42.7125,P,PPLA,DJ,,1.0,,,,50006,,699,Africa/Djibouti,2023-11-29,Ali Sabieh,225284,Djibouti,65.28987069,104.9860334,DJI,298.8142013549805,291.2029151916503,292.5447222391765,295.21789042154967,268.3237648010256,219.90380605061804,222.53321965535488,216.90306981404632,232.41592025756808,272.4898312886554,308.1364885965982,356.1737721761069,3274.65960184733,272.88830015394416,1837.0737913398173
2618425,Copenhagen,Copenhagen,"CPH,Cobanhavan,Copenaga,Copenaghen,Copenaguen,Copenhaga,Copenhagen,Copenhague,Copenhaguen,Cóbanhávan,Hafnia,Kapehngagen,Kaupmannahoefn,Kaupmannahöfn,Keypmannahavn,Kjobenhavn,Kjopenhamn,Kjøpenhamn,Kobenhamman,Kobenhaven,Kobenhavn,Kodan,Kodaň,Koebenhavn,Koeoepenhamina,Koepenhamn,Kopenage,Kopenchage,Kopengagen,Kopenhaagen,Kopenhag,Kopenhaga,Kopenhage,Kopenhagen,Kopenhagena,Kopenhago,Kopenhāgena,Kopenkhagen,Koppenhaga,Koppenhága,Kòpenhaga,Köbenhavn,Köpenhamn,Kööpenhamina,København,Københámman,ge ben ha gen,khopenheken,kopanahagana,kopenahagena,kopenahegena,kopenhagen,kwbnhaghn,kwpnhgn,qwpnhgn,Κοπεγχάγη,Капэнгаген,Копенгаген,Копенхаген,Կոպենհագեն,קופנהאגן,קופנהגן,كوبنهاغن,كوپېنھاگېن,ܟܘܦܢܗܓܢ,कोपनहागन,কোপেনহাগেন,কোপেনহেগেন,โคเปนเฮเกน,ཀའོ་པེན་ཧ་ཀེན,კოპენჰაგენი,ኮፐንሀገን,ኮፕንሀግ,コペンハーゲン,哥本哈根,코펜하겐",55.67594,12.56553,P,PPLC,DK,,17.0,101.0,,,1153615,,14,Europe/Copenhagen,2024-09-05,Copenhagen,2618425,Denmark,235.145734,251.3274682,DNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3575635,Roseau,Roseau,"Charlotte Town,DCB,Razo,Roseau,Roseo,Rozo,lojo,luo suo,ro so,rozo,rusa'u,rwsw,rwzw,uroco,Ροζό,Разо,Розо,Ռոզո,רוזו,روسو,रुसाउ,ਰੋਜ਼ੋ,உறொசோ,โรโซ,རུ་ཟོ།,როზო,ሮዞ,ロゾー,羅索,로조",15.30174,-61.38808,P,PPLC,DM,,4.0,,,,16571,,11,America/Dominica,2023-09-05,Roseau,3575635,Dominica,65.81357759,106.7280456,DMA,184.13085174560555,246.83971532185885,260.4750607808436,267.4066925048826,99.63007990519199,164.70776112874344,249.91302108764614,317.20653661092126,254.80565007527645,254.3232460021973,278.4281552632653,217.6778411865237,2795.544611612956,232.96205096774634,3415.9293769867522
3492908,Santo Domingo,Santo Domingo,"Ciudad Trujillo,SDQ,Saint Domingue,Santo Domingo,Santo Domingo City,Santo Domingo de Guzman,Santo Domingo de Guzmán,Santo Ntomin'nko,Santo-Domingo,santodoming-go,sheng duo ming ge,Σάντο Ντομίνγκο,Санто-Доминго,聖多明哥,산토도밍고",18.47186,-69.89232,P,PPLC,DO,,34.0,101.0,10101.0,1010101.0,2201941,,24,America/Santo_Domingo,2024-06-19,Santo Domingo,3492908,Dominican Republic,64.77262931,105.5975535,DOM,18.035597483317048,85.35213343302404,56.76959355672203,39.330240885416664,40.94088236490884,50.63283665974931,54.95716857910156,46.69886652628583,74.71961339314778,56.00511042277015,49.61674499511719,64.9343948364257,637.9931831359861,53.166098594665506,299.92001158092955
2508807,Adrar,Adrar,"Adrar,Adrar Province,Adrar Seng,Adrar Séng,Adrar Vilayeti,Adrar eanangoddi,Adrar probintzia,Adrar vilayəti,Adraras vilaja,Adrarin maakunta,Adraro vilaja,Adrāras vilāja,Cuige Adrar,Cúige Adrar,Eparchia Antrar,Jimbo la Adrar,Lalawigan ng Adrar,Provinca Adrar,Provincia Adrar,Provincia d'Adrar,Provincia de Adrar,Provinco Adrar,Provinsi Adrar,Província d'Adrar,Prowincja Adrar,Talaith Adrar,Tawilayt n Wedrar,Vilajeti Adrar,Vilojati Adror,Wilaya Adrar,Wilaya d'Adrar,Wilaya de Adrar,Wilaya d’Adrar,Wilayah Adrar,a de la er sheng,adarara pranta,adeulaleuju,adoraru xian,adra prantya,adrar,adrar awstany,adrar pravins,adrara pradesa,adrara pranta,adrarish vilaieti,astan adrar,atrar makanam,canghwad xad rxr,provincia d'Adrar,provincia di Adrar,wlayt adrar,Επαρχία Αντράρ,Адрар,Вилояти Адрор,מחוז אדראר,أدرار,ادرار اوستانی,استان ادرار,صوبہ ادرار,ولاية أدرار,अदरर प्रांत,अद्रर प्रांत,আদ্রার প্রদেশ,અદ્રાર પ્રાંત,அட்ரர் மாகாணம்,అడ్రార్ ప్రావిన్స్,ಅಡ್ರಾ ಪ್ರಾಂತ್ಯ,අද්රාර් පළාත,จังหวัดอัดรอร,ადრარის პროვინცია,ადრარიშ ვილაიეთი,アドラール県,阿德拉尔省,阿德拉爾省,아드라르주",26.73333,-0.91667,A,ADM1,DZ,,34,,,,399714,,304,Africa/Algiers,2024-08-05,Adrar,2508807,Algeria,86.42887931,114.4382811,DZA,117.1004155476889,125.07238133748402,103.16418838500978,86.61372375488276,36.540236155192055,32.77359771728519,0.28696695963541663,0.0,8.48271179199218,12.47884496053059,78.86313247680665,128.29047139485655,729.6666704813642,60.80555587344702,2586.136718460012
3652462,Quito,Quito,"Kita,Kitas,Kito,Kitu,Kuito,Quito,Quitu,Quitum,San Francisco de Quito,UIO,ji duo,ki to,kito,kitto,kvirrea,kvito,kwytw,kytw,qytw,Κίτο,Кито,Кіта,Кіто,Կիտո,קיטא,קיטו,كىتو,كيتو,کوئتو,کیتو,کیٹو,क्वितो,क्वीटो,ਕੀਤੋ,கித்தோ,ക്വിറ്റോ,กีโต,ཁེ་ཐོ།,კიტო,ኪቶ,キト,基多,키토",-0.22985,-78.52495,P,PPLC,EC,,18,1701.0,170150.0,,2781641,,2854,America/Guayaquil,2022-09-19,Quito,3652462,Ecuador,110.4385776,109.5007377,ECU,12.500091552734375,2.313434600830078,0.0,5.332934061686196,0.0,30.99767430623375,29.79974492390953,28.403697967529332,8.048161824544277,1.5207277933756516,0.4002558390299481,1.2032508850097656,120.51997375488293,10.043331146240243,154.90605958086155
